TV,Radio,Social Media,Influencer,Sales,Marketing Cost,Profit,ROI (%)
43.0,12.84212842,2.593697318,Macro,148.7069665,58.435825738,90.27114076199999,154.47910527821622
82.0,27.64758545,5.611221835,Macro,294.9524151,115.258807285,179.693607815,155.90444847366183
68.0,21.63920124,3.223647705,Micro,242.8248811,92.86284894500001,149.96203215499997,161.48764964535835
98.0,37.57095206,8.529604366,Mega,351.7730679,144.100556426,207.672511474,144.1163841588954
26.0,10.59953251,0.679275349,Macro,91.92229739,37.278807859000004,54.64348953099999,146.5805712931556
10.0,6.145248262,1.591116473,Macro,32.56682505,17.736364735,14.830460315,83.61612166068258
53.0,34.85963715,7.781416681,Mega,318.9697838,95.641053831,223.32872996900002,233.5071823483116
32.0,0.627618771,2.676075167,Micro,115.2625668,35.303693938,79.95887286199999,226.48868699808858
29.0,8.852094414,0.041494349,Macro,101.8731014,37.893588763,63.979512637,168.83994027894974
32.0,11.52414895,2.566791358,Mega,111.8997121,46.090940308,65.808771792,142.78027602005244
29.0,14.4341063,0.463277331,Macro,104.3526653,43.897383631,60.455281669,137.7195556281558
91.0,40.10852728,7.236170474,Mega,326.3817124,138.344697754,188.03701464600002,135.91920593903876
83.0,34.28141179,8.697487404,Nano,300.7305325,125.978899194,174.75163330599997,138.7150026107887
72.0,23.92269582,3.373809656,Mega,255.1551652,99.29650547600001,155.858659724,156.96288502486232
47.0,24.16913194,2.087910259,Micro,161.7170871,73.257042199,88.46004490099999,120.75295732074687
10.0,3.455868379,2.400118071,Micro,39.62567824,15.85598645,23.76969179,149.90988964928133
49.0,10.06762616,1.729667405,Macro,169.0081129,60.797293565000004,108.21081933499998,177.9862441069172
14.0,5.197856187,0.413965989,Mega,50.98848158,19.611822176,31.376659403999998,159.9884963386892
20.0,10.75005058,2.442173814,Macro,70.47172273,33.192224394,37.279498335999996,112.3139500790397
17.0,10.44745162,3.356106421,Nano,58.59009126,30.803558041000002,27.786533219,90.20559632109935
68.0,29.8927411,6.096743741,Mega,237.7721637,103.98948484099999,133.782678859,128.65019868456298
91.0,25.04555745,6.109369688,Macro,322.1004964,122.154927138,199.945569262,163.68195204776217
52.0,17.11323977,2.638642418,Mega,181.0796122,71.75188218800001,109.327730012,152.36914583724229
41.0,3.921540021,2.527850591,Nano,145.9192,47.449390612,98.46980938799999,207.52597265832296
65.0,11.65648785,0.358471532,Micro,228.5646491,77.014959382,151.549689718,196.77954897866286
82.0,31.60769079,3.952448108,Mega,288.9822393,117.56013889799999,171.422100402,145.81651740879013
14.0,18.64944183,4.529927084,Mega,49.81567405,37.179368914,12.636305135999997,33.98741158094741
84.0,31.26640836,8.080731556,Nano,299.099052,123.347139916,175.75191208399997,142.48559975017488
99.0,30.14056912,6.546158024,Mega,351.3598902,135.686727144,215.673163056,158.94934426940148
15.0,2.234293408,1.07771826,Mega,55.00971238,18.312011668,36.697700712,200.40234452301462
64.0,24.69852188,6.741382758,Micro,223.0991462,95.439904638,127.659241562,133.75876898264593
70.0,15.2477262,4.587703384,Macro,247.1394014,89.835429584,157.303971816,175.1023761387082
77.0,26.82235002,5.514187222,Nano,274.7071,109.336537242,165.370562758,151.24913128717174
81.0,20.39194685,3.212250256,Macro,289.1757587,104.604197106,184.571561594,176.4475677844605
46.0,17.79013454,4.117631989,Micro,168.0365387,67.907766529,100.128772171,147.44818934405686
53.0,6.48229344,0.866844994,Macro,91.17721555,60.349138434,30.828077116000003,51.08287858941798
56.0,25.27608704,3.239265214,Mega,198.3215216,84.51535225399999,113.80616934600002,134.6573921906759
98.0,33.05515873,6.063457718,Mega,349.7452965,137.118616448,212.62668005199998,155.06769653895623
47.0,18.2339617,0.827545346,Mega,166.1372196,66.06150704599999,100.07571255400002,151.48869141649348
18.0,8.808702773,2.414186295,Nano,59.28931563,29.222889068,30.066426561999997,102.8865643367332
77.0,22.9553127,2.642504816,Mega,272.6321364,102.597817516,170.03431888399996,165.72898235138706
22.0,6.041725794,2.136632357,Mega,77.41731834,30.178358151,47.238960189,156.53257195979918
99.0,37.7178052,3.590086383,Nano,349.4239745,140.30789158299999,209.116082917,149.0408561896863
36.0,9.096779889,3.81883449,Mega,127.0926738,48.915614379000004,78.177059421,159.82025456182808
12.0,1.648197979,1.30572513,Mega,43.06509252,14.953923109000002,28.111169411,187.985247791473
94.0,47.11629339,9.322957802,Micro,336.5934202,150.439251192,186.15416900800003,123.7404251437136
97.0,39.23230636,3.698661076,Nano,345.3131637,139.930967436,205.38219626400002,146.77394148506502
44.0,16.91203429,4.034660177,Macro,154.2065565,64.946694467,89.259862033,137.43557353539177
86.0,31.52189727,6.398283645,Mega,304.7437748,123.920180915,180.82359388499998,145.91940759756594
93.0,33.05945096,5.78929841,Micro,335.2090696,131.84874936999998,203.36032023000004,154.23757995559063
30.0,10.64510759,1.915517115,Macro,104.1809671,42.560624705,61.620342395,144.78251393655148
32.0,0.758066665,2.359200238,Mega,112.269694,35.117266903,77.152427097,219.69940687613425
29.0,2.172596338,4.208324504,Mega,103.6348659,35.380920841999995,68.253945058,192.91172596326857
72.0,25.40659637,3.215455403,Micro,262.4011715,100.62205177300001,161.77911972699997,160.77899116186606
14.0,8.001265854,4.18783431,Micro,51.44298395,26.189100164,25.253883786,96.42898621127287
95.0,38.41522497,7.673636553,Micro,336.7606331,141.088861523,195.67177157700002,138.68690232864486
20.0,3.934783488,0.328469804,Nano,72.62590273,24.263253292,48.362649438000005,199.32466951555082
49.0,24.35904434,3.797367287,Nano,174.1981389,77.156411627,97.041727273,125.77273259172847
29.0,11.21368878,0.55883658,Macro,98.99963768,40.772525359999996,58.22711232000001,142.8096783456143
53.0,7.635819371,1.554145839,Macro,56.18672988,62.18996521,-6.003235329999995,-9.653061084257834
39.0,13.18725635,2.766352269,Macro,140.4152859,54.953608619,85.461677281,155.5160424013573
87.0,33.70789822,3.327272719,Nano,309.3616681,124.03517093900001,185.32649716099996,149.41447313531964
38.0,9.437711713,4.377587812,Mega,133.5654887,51.815299525,81.750189175,157.77229876970398
43.0,9.726736048,0.337998227,Macro,152.2546677,53.064734275,99.18993342499999,186.92251036434686
30.0,8.421994731,3.279480595,Macro,112.3081088,41.701475326,70.606633474,169.31447370155328
93.0,19.95638677,2.261406312,Mega,333.5791129,115.217793082,218.36131981799997,189.52048462045542
86.0,25.26070742,6.765663894,Nano,307.6190894,118.026371314,189.592718086,160.63589516075461
63.0,26.03598627,3.290816886,Nano,225.4862319,92.326803156,133.15942874400002,144.22618805397948
93.0,28.03820883,2.924281836,Nano,333.9664321,123.96249066600001,210.003941434,169.40926267755214
94.0,32.14620508,4.61092529,Macro,334.6459156,130.75713037,203.88878523000002,155.92938194120757
63.0,21.84654391,2.64241023,Macro,222.4683071,87.48895414,134.97935296,154.2815939301386
30.0,17.46901907,4.337634178,Nano,105.1853123,51.806653248,53.378659052,103.03437050155462
18.0,7.291955516,2.317959067,Micro,62.31766345,27.609914583000002,34.70774886699999,125.70755611236217
24.0,3.426021221,0.00317676,Micro,86.11553566,27.429197980999998,58.686337679000005,213.95571871861364
56.0,14.88018119,2.367556821,Macro,197.225133,73.247738011,123.977394989,169.2576431102646
40.0,17.42884965,3.306706147,Macro,143.8359148,60.735555797,83.10035900300001,136.8232461406152
74.0,29.56295098,2.060719698,Micro,263.105633,105.623670678,157.48196232200002,149.09722537677476
52.0,14.56589504,1.9982184,Mega,182.9860143,68.56411344,114.42190086,166.88307500705866
74.0,20.22086793,4.540904518,Macro,267.7373384,98.761772448,168.975565952,171.09410024103096
53.0,30.47048529,6.806918967,Micro,336.8186903,90.277404257,246.541286043,273.09301599008205
70.0,15.3541893,1.049369556,Micro,250.7513879,86.403558856,164.34782904399998,190.20955990701927
99.0,33.87824351,8.091610987,Mega,356.5821434,140.969854497,215.612288903,152.94921717294423
42.0,15.21523612,1.501445964,Nano,145.2164746,58.716682084,86.499792516,147.31723497634545
85.0,31.79693826,2.16250238,Mega,303.397391,118.95944064000001,184.43795036,155.0427182304545
38.0,8.872274678,1.605213404,Macro,132.3443679,48.477488081999994,83.86687981800002,173.00170272052594
30.0,15.43267247,3.9865702,Macro,104.5039262,49.41924267,55.08468352999999,111.46403820437176
49.0,21.03218038,5.087016957,Micro,174.5641128,75.119197337,99.444915463,132.38282488146123
27.0,6.447508155,1.415638249,Mega,96.43343282,34.863146404,61.570286415999995,176.60565028329106
30.0,4.561312156,1.652759623,Mega,104.1503565,36.214071779,67.93628472099999,187.59637175180956
100.0,36.57380821,5.273156173,Mega,354.7973747,141.846964383,212.95041031699998,150.12687176160787
21.0,1.380311071,5.286680958,Mega,80.94072509,27.666992029,53.273733061,192.5533972220743
38.0,18.90360911,4.889993447,Macro,131.1015188,61.79360255700001,69.307916243,112.16034245465553
39.0,9.722746017,0.903060425,Micro,135.5443199,49.625806442,85.918513458,173.13272996060425
14.0,4.828279786,0.28603859,Micro,49.18778559,19.114318376,30.073467213999997,157.33476142032006
40.0,18.378401,1.320080106,Mega,141.3801238,59.698481105999996,81.681642694,136.82365309925882
33.0,17.44947546,0.887761603,Macro,119.3308074,51.337237063,67.993570337,132.44493515215802
88.0,26.00963987,1.495600762,Nano,321.0466894,115.505240632,205.541448768,177.94989010313014
67.0,28.48182095,1.520803886,Mega,240.4027581,97.002624836,143.400133264,147.83118859561085
65.0,20.06155575,3.529274197,Nano,226.9989318,88.590829947,138.408101853,156.23298927869115
95.0,30.73728576,8.980234377,Micro,341.4281402,134.71752013699998,206.710620063,153.44004243307566
95.0,36.42230623,9.997472195,Nano,335.3014311,141.419778425,193.881652675,137.09656091550335
53.0,9.164463979,1.096681429,Macro,65.25918923,63.261145408000004,1.9980438219999996,3.1584060154360203
77.0,31.6532001,7.776978403,Nano,273.9603772,116.430178503,157.530198697,135.30014359029863
70.0,21.43851856,5.708104984,Mega,249.3019048,97.14662354400001,152.15528125599997,156.6243639822286
34.0,16.19365273,0.792203039,Mega,117.0546557,50.985855769,66.068799931,129.58260469400733
59.0,13.45217597,1.50308216,Macro,208.7495053,73.95525813,134.79424717,182.26458885865293
30.0,12.1555835,0.932529328,Macro,106.0995933,43.088112828,63.011480471999995,146.2386638364286
68.0,22.38968684,1.506105779,Micro,243.0816632,91.89579261899999,151.18587058100002,164.51881666423697
43.0,8.573864534,3.298362157,Micro,156.9537519,54.872226691,102.08152520899998,186.03496042514914
18.0,8.477135293,0.608817354,Mega,61.70848657,27.085952647,34.622533923,127.82468600688017
84.0,33.9556193,4.479871088,Nano,299.3466037,122.43549038799999,176.911113312,144.49332685430173
61.0,28.38518716,6.157704568,Micro,222.4507601,95.542891728,126.907868372,132.82816343186744
24.0,11.88643795,1.558209074,Micro,82.54907175,37.444647024,45.104424726,120.45626894837731
41.0,8.715248318,0.181466489,Nano,144.5920869,49.896714807,94.695372093,189.78277920556644
67.0,18.30464111,4.895171905,Micro,234.021177,90.199813015,143.821363985,159.44751898885073
51.0,24.00692574,4.152022007,Nano,183.3277351,79.158947747,104.16878735300001,131.59445687167798
100.0,36.73413489,7.359714283,Micro,354.1039697,144.093849173,210.010120527,145.74537479032884
44.0,18.94795499,2.229813818,Micro,160.5796388,65.177768808,95.401869992,146.3717947649203
10.0,0.758569411,0.527880863,Nano,35.54799802,11.286450274,24.261547746,214.96172097519494
21.0,1.397371107,1.444591132,Nano,77.54794767,23.841962239,53.705985431,225.25824381664896
32.0,5.471955572,0.672964457,Micro,110.3748636,38.144920029,72.229943571,189.35665225169322
98.0,31.36391464,5.657550436,Nano,351.4266721,135.021465076,216.40520702400002,160.27466958841788
39.0,4.856123013,0.874163256,Macro,131.0772545,44.730286269000004,86.346968231,193.03915855070693
53.0,38.1184237,6.676611421,Micro,328.5551842,97.795035121,230.76014907899997,235.9630514918111
40.0,19.63906306,0.795725948,Micro,146.1456862,60.434789007999996,85.710897192,141.82377170317267
44.0,19.01537456,6.543306951,Mega,153.5822256,69.558681511,84.02354408899998,120.79519373252138
49.0,24.87104934,5.036281432,Nano,174.9861639,78.907330772,96.07883312800001,121.76160590910936
78.0,30.11726533,3.357794085,Macro,278.955153,111.47505941499999,167.48009358500002,150.2399679927545
49.0,20.42365468,4.346777364,Mega,178.3746767,73.770432044,104.604244656,141.7969798436443
55.0,22.37478299,5.066577857,Mega,197.0111372,82.441360847,114.56977635300001,138.9712338271878
73.0,22.86737608,0.968984226,Nano,261.0908818,96.836360306,164.25452149399996,169.62070959189356
58.0,17.39877506,4.007447145,Nano,204.099035,79.40622220499999,124.692812795,157.03153900595515
82.0,23.43478708,5.914866129,Micro,288.0207452,111.34965320900001,176.67109199100003,158.66335179274748
27.0,10.33353047,1.130122514,Macro,97.61236339,38.463652984,59.148710406,153.77819270209335
94.0,29.34460985,3.436481014,Mega,336.3726161,126.78109086399999,209.59152523600002,165.3176540820524
69.0,23.29045109,5.671686076,Mega,245.979961,97.962137166,148.017823834,151.0969728877791
94.0,37.09705521,7.596290451,Nano,334.643793,138.693345661,195.95044733900002,141.28323634066064
70.0,23.80856837,3.766603039,Micro,246.4947988,97.575171409,148.919627391,152.62041074648235
88.0,27.46149343,1.524062069,Macro,312.1429635,116.985555499,195.15740800100002,166.8217987840971
64.0,23.08148805,3.056298128,Macro,219.5681841,90.137786178,129.430397922,143.5917204205645
39.0,11.78254265,2.956726836,Micro,138.3753078,53.739269486,84.636038314,157.49383853468487
99.0,37.73241144,7.72405273,Macro,349.0483366,144.45646417,204.59187243000002,141.62874164580904
81.0,26.42542193,3.055565435,Macro,288.649441,110.480987365,178.16845363500002,161.26616704318408
53.0,1.287060452,0.396178735,Macro,56.54529263,54.683239187,1.8620534430000006,3.4051630274357847
25.0,0.413849392,3.055565435,Macro,92.35709194,28.469414827,63.887677113,224.40811481804607
94.0,30.49815694,8.823311925,Macro,331.4840935,133.321468865,198.16262463499996,148.63519455794284
73.0,25.34020889,3.055565435,Mega,258.3589687,101.395774325,156.963194375,154.8025008141778
36.0,8.840112507,0.962941668,Nano,125.3870645,45.803054175,79.584010325,173.75262798182166
78.0,26.40676494,2.475101624,Macro,271.0264376,106.881866564,164.144571036,153.57569652632475
89.0,29.68238385,3.055565435,Macro,320.2643973,121.73794928500001,198.52644801499997,163.07687880484238
44.0,6.313173395,1.310027864,Macro,152.8312537,51.623201259,101.20805244099999,196.0514845509612
79.0,27.88320654,7.467941688,Nano,282.7480985,114.351148228,168.39695027200003,147.26301649043378
41.0,13.14265735,3.055565435,Nano,142.6268646,57.198222785,85.428641815,149.3554129052473
26.0,15.26673306,2.205879856,Macro,88.96782897,43.472612916,45.495216054,104.65259160269058
17.0,8.197932469,2.119872253,Mega,63.25378214,27.317804722,35.93597741799999,131.54782305424223
34.0,12.66039824,3.055565435,Mega,117.1141409,49.715963675,67.398177225,135.56647049143214
13.0,8.077501591,0.013230147,Nano,48.30375112,21.090731738000002,27.213019382,129.02833206573496
98.0,17.85951293,6.399729574,Nano,345.9528384,122.259242504,223.69359589600003,182.96661366005222
12.0,3.556576557,0.360014914,Micro,37.24327179,15.916591471,21.326680319,133.99024758446038
11.0,3.785254654,1.569644569,Micro,45.55251127,16.354899223,29.197612046999996,178.5251724812783
89.0,17.85951293,4.535458014,Micro,316.7256236,111.394970944,205.330652656,184.32668092280662
39.0,13.22123736,3.660566126,Micro,135.7731514,55.881803486,79.891347914,142.96487036968136
86.0,27.14817277,4.409399375,Nano,308.3930492,117.557572145,190.835477055,162.3336324261752
22.0,17.85951293,4.132525561,Macro,78.03149813,43.992038491,34.039459639,77.37640901992727
76.0,26.19267329,4.127600897,Macro,269.6030059,106.320274187,163.28273171300003,153.57628915235148
33.0,13.36586735,0.012138363,Macro,116.2374967,46.378005713,69.85949098699999,150.63064897466688
12.0,17.85951293,1.230026167,Micro,50.00921016,31.089539097,18.919671063000003,60.855424726530174
83.0,28.40915338,4.085216067,Micro,292.857168,115.494369447,177.362798553,153.56835090942786
37.0,10.25291621,0.86532872,Nano,135.5300789,48.11824493,87.41183397,181.66047846749674
53.0,17.00707465,5.199634828,Macro,208.8163817,75.206709478,133.609672222,177.65658562828688
92.0,16.70376892,1.888403291,Macro,325.5137107,110.592172211,214.921538489,194.33702602291675
100.0,32.920194,9.904286084,Nano,357.1245732,142.82448008400002,214.30009311599997,150.04437123801372
94.0,30.37270595,5.94611293,Mega,334.0892379,130.31881888,203.77041902,156.36300326481287
27.0,3.438824491,0.749518789,Mega,97.50795879,31.188343279999998,66.31961551,212.6423161198449
53.0,19.04450325,2.715095722,Macro,191.6180402,74.759598972,116.85844122799999,156.312290107077
73.0,28.4645976,5.545684409,Mega,256.4252258,107.01028200900001,149.414943791,139.62671715829475
78.0,26.39407008,3.83736988,Mega,279.5906387,108.23143996,171.35919874,158.32663669940146
59.0,25.68728652,6.903109247,Macro,209.8956538,91.590395767,118.30525803299999,129.16775502746037
44.0,15.72633981,5.470316628,Mega,159.6309441,65.196656438,94.43428766199999,144.84529241434961
82.0,33.67469531,8.243045066,Nano,290.0198478,123.91774037600001,166.10210742399997,134.04223392066476
47.0,14.16232438,4.388114516,Nano,170.1261872,65.550438896,104.575748304,159.53477972880725
22.0,3.598474281,4.325620528,Micro,78.81257166,29.924094809000003,48.888476851,163.3749564123699
78.0,24.89028294,3.531093274,Macro,277.0940713,106.42137621399999,170.672695086,160.37444840292113
15.0,9.809647258,2.175099221,Macro,51.15173712,26.984746479,24.166990641,89.55796809062919
78.0,36.13477932,6.812528936,Micro,275.8154126,120.94730825600001,154.868104344,128.0459289066627
63.0,19.10204333,4.773049696,Micro,225.791715,86.875093026,138.916621974,159.90385406830586
45.0,12.22739961,1.306053839,Nano,162.3039063,58.533453449,103.77045285099999,177.28400894954
31.0,8.843924649,0.104810858,Micro,111.1277488,39.948735507,71.179013293,178.17588564355856
23.0,2.201752448,0.376547887,Nano,80.45443519,25.578300335,54.876134855,214.54175663075773
19.0,4.894410734,0.147196027,Macro,69.99070666,24.041606761,45.949099899000004,191.12324877361385
40.0,11.90789251,1.958036191,Nano,138.6769979,53.865928700999994,84.811069199,157.4484488511669
35.0,5.392624287,0.020639976,Macro,118.5011567,40.413264263,78.087892437,193.22342270800596
63.0,20.77468172,6.259153285,Micro,229.0903237,90.033835005,139.05648869499998,154.44914535438542
78.0,23.80959139,1.915047092,Nano,276.9190626,103.724638482,173.19442411800003,166.97520150726345
91.0,22.27671374,3.290079821,Mega,322.6677652,116.56679356100001,206.10097163900002,176.8093342390398
44.0,16.60931402,5.15906663,Mega,157.490072,65.76838065,91.72169135,139.46168423716543
16.0,12.25135762,1.463118167,Mega,56.81533661,29.714475787,27.100860823,91.20423667328014
40.0,12.7084063,5.838251913,Nano,139.792394,58.546658213,81.245735787,138.77091924088637
60.0,21.43888957,3.147751404,Nano,212.1691189,84.586640974,127.582477926,150.8305288600075
49.0,16.31903668,0.463311511,Micro,177.5025509,65.782348191,111.72020270899999,169.8331023158656
71.0,26.02394936,3.116428483,Mega,253.9861099,100.14037784300001,153.845732057,153.6300694792656
59.0,21.27291211,3.385121455,Nano,215.9054823,83.658033565,132.24744873499998,158.0809912681576
92.0,33.29585958,1.229454172,Macro,327.6536439,126.525313752,201.12833014800003,158.96291752512707
60.0,19.01558716,5.895165277,Mega,214.4576138,84.910752437,129.546861363,152.56826449526284
28.0,10.93200857,1.867646115,Nano,97.20055286,40.799654685,56.400898175,138.2386655241369
29.0,9.197032332,3.246667727,Micro,99.10933661,41.443700059,57.665636551,139.14210475634695
97.0,31.70701011,4.365166691,Nano,347.1547599,133.072176801,214.08258309899998,160.87704300437292
11.0,9.398839224,3.206508472,Mega,41.35123045,23.605347696,17.745882754000004,75.17738345793187
49.0,13.76198317,2.502653025,Nano,173.1550912,65.264636195,107.89045500499999,165.3122752153878
38.0,4.338843042,0.028073247,Mega,139.8343646,42.366916289,97.46744831099998,230.05556421935313
18.0,12.38447814,1.637157501,Nano,65.125304,32.021635640999996,33.103668359000004,103.37906760957142
42.0,10.01903472,0.191093711,Nano,152.9496029,52.210128431,100.739474469,192.95006064222872
76.0,32.31926372,6.494517858,Mega,270.6378511,114.813781578,155.82406952199997,135.71895932731664
86.0,29.91962703,6.312902998,Mega,303.6096465,122.232530028,181.377116472,148.38694448233352
70.0,30.47388738,5.704360367,Nano,248.0514829,106.178247747,141.873235153,133.617985004851
69.0,24.36246064,5.463176008,Macro,239.7328932,98.825636648,140.907256552,142.58168359075444
47.0,14.59516994,0.573235814,Nano,162.1479537,62.168405754,99.979547946,160.82051121210742
46.0,17.87483166,3.918941935,Micro,167.5332259,67.793773595,99.73945230499999,147.1218476505578
98.0,33.5556744,5.401715328,Micro,343.7047069,136.95738972799998,206.74731717200004,150.95740184783327
63.0,18.31721305,5.106410106,Mega,222.4538087,86.42362315599999,136.030185544,157.3993088654211
66.0,15.81007671,0.495169721,Mega,229.5582512,82.305246431,147.253004769,178.91083637353358
76.0,21.43025018,3.608351353,Nano,269.0373261,101.038601533,167.99872456699995,166.27182286576902
12.0,12.84827976,2.810375342,Nano,42.65152205,27.658655102,14.992866947999996,54.20678226294474
75.0,38.27143199,8.586450249,Micro,263.5238127,121.85788223899999,141.66593046100002,116.25504059158888
85.0,25.24181707,5.969538042,Nano,296.2485996,116.21135511199999,180.037244488,154.92224861717438
12.0,3.188668313,0.276135877,Nano,46.84859882,15.46480419,31.383794629999997,202.936902688323
90.0,33.5117751,4.663526779,Macro,322.4697556,128.175301879,194.294453721,151.58493943272924
88.0,35.4551909,4.091396616,Macro,312.3107698,127.54658751599999,184.76418228400001,144.86015336225472
35.0,18.81472652,3.041468747,Mega,123.9521411,56.856195267000004,67.095945833,118.00991170428048
89.0,26.11806108,4.020019107,Nano,320.5882954,119.138080187,201.45021521299998,169.0896939893628
54.0,22.45001505,3.389499568,Nano,188.8286445,79.83951461800001,108.98912988199999,136.51026112003456
16.0,1.095054697,1.784711655,Mega,55.33417257,18.879766351999997,36.454406218,193.08716823255742
98.0,32.07909439,4.158338824,Mega,342.6522282,134.237433214,208.41479498600003,155.2583284676989
23.0,7.989787362,0.508955059,Mega,84.70733843,31.498742421000003,53.20859600899999,168.92292174028566
93.0,33.74742661,2.79805324,Mega,333.0773697,129.54547985,203.53188985000003,157.11230533529113
52.0,17.45288044,3.909853584,Nano,188.1163762,73.362734024,114.75364217599999,156.41952784701195
27.0,8.301393097,0.297735659,Mega,98.16192205,35.599128756,62.562793294,175.74248438160288
13.0,5.358821718,3.103557138,Nano,47.50814092,21.462378856,26.045762064,121.3554296042942
83.0,21.93601248,4.436259637,Micro,294.4933353,109.37227211700001,185.121063183,169.25776487935477
66.0,21.57823348,8.87423765,Macro,231.9942926,96.45247112999999,135.54182147,140.5270594750391
19.0,7.789507227,4.06782199,Macro,62.0795245,30.857329217,31.222195282999998,101.1824291837901
85.0,23.77346122,4.542661031,Mega,304.9042152,113.316122251,191.588092949,169.07399330575777
63.0,19.71906624,5.481915242,Nano,220.7061299,88.200981482,132.505148418,150.2309228214672
62.0,25.07908112,5.066101233,Nano,225.469526,92.145182353,133.324343647,144.68943491396686
45.0,15.53732896,0.125813206,Mega,157.6872981,60.66314216599999,97.02415593399999,159.93921921897962
23.0,6.621635323,0.113631173,Mega,79.93998662,29.735266496,50.204720124,168.83897822389974
50.0,11.36398701,2.32129586,Mega,185.3102927,63.68528287,121.62500982999998,190.97820461639722
60.0,19.49995648,4.912336165,Macro,216.2681567,84.41229264500001,131.85586405499998,156.20457628076306
25.0,13.00455149,5.277124394,Micro,91.95954527,43.281675883999995,48.67786938600001,112.46761681886453
31.0,12.22596591,0.397207276,Macro,111.1431062,43.623173186,67.519933014,154.7799668907836
77.0,21.03196536,1.86728813,Micro,275.3886734,99.89925349,175.48941991,175.66639767490017
27.0,9.235845656,2.963209488,Nano,93.35175941,39.199055144,54.152704266,138.14798358548924
77.0,25.58343965,3.870991902,Macro,276.0838978,106.454431552,169.62946624799997,159.34467337335855
